,Tweet Text,Likes,Time
37,"RT @LucindaRhysEvan: ""Covid no longer needs #vaccines: average age of '#covid' death 82 &amp; of other causes 81. Link with clot, myocarditis,…",0,2022-11-30 02:19:53+00:00
38,RT @RepThomasMassie: It’s awkward for Biden to support COVID protestors in China because there’s nothing happening in China right now that…,0,2022-11-30 02:19:53+00:00
39,"RT @Roman_Baber: It's time for Canadian politicians to grow a backbone and stand firm with the Chinese people against Communist tyranny.

B…",0,2022-11-30 02:19:53+00:00
40,"RT @TheDemocrats: We all have to do our part to ensure a safe, healthy, and joyous holiday season with our loved ones. 

Find where you can…",0,2022-11-30 02:19:52+00:00
41,"RT @scrowder: Now that Twitter stopped enforcing its COVID ""misinformation"" policies, I can finally tell you that the vaccine doesn't work,…",0,2022-11-30 02:19:52+00:00
42,Since I’ve Got My Covid Booster Shot Yesterday Evening I Swear I’ve Just Been Sleeping All Day,0,2022-11-30 02:19:52+00:00
43,RT @ZubyMusic: Alcohol and the Covid 'vaccine' are the only two drugs where people demand an 'explanation' for your abstinence.,0,2022-11-30 02:19:52+00:00
44,"RT @__Inty__: Former Chinese Communist State Media host, Zhao Pu, who has more than 4 million followers on Weibo, was recently deplatformed…",0,2022-11-30 02:19:52+00:00
45,RT @EddieHustle7: @laurakarson @Jose_Pagliery Greenberg is about to be sentenced for numerous felonies that he pled guilty to ranging from…,0,2022-11-30 02:19:51+00:00
46,"RT @ChristinaPushaw: @justin_hart @elonmusk Here’s a tweet that I was censored for last year: 

“There is no evidence that masks do anythin…",0,2022-11-30 02:19:51+00:00
47,"RT @WalkerBragman: Important context for western excitement over the prospect of China abandoning zero COVID:

If China had lost the same p…",0,2022-11-30 02:19:51+00:00
48,"“Comprising only 4% of the world’s population, the United States accounts for almost 25% of all Covid-19 infections and deaths as I write. SARS-CoV-2 has cracked our code.”

Excerpt From: William A. Haseltine. “Variants!.” Apple Books.",0,2022-11-30 02:19:51+00:00
49,RT @RepThomasMassie: It’s awkward for Biden to support COVID protestors in China because there’s nothing happening in China right now that…,0,2022-11-30 02:19:51+00:00
50,@CNN Only the experts should be allowed to post on Covid. Case in point https://t.co/iaHxKQyba1,0,2022-11-30 02:19:50+00:00
51,"RT @EricMMatheny: If the vaccine doesn’t prevent COVID; it doesn’t stop transmission; and if you get COVID, it could still be fatal…so what…",0,2022-11-30 02:19:50+00:00
52,"RT @ppendoppo: @LucyTreloar He's arguably responsible for a culture that allowed Covid back into Victoria after it had been eliminated, and…",0,2022-11-30 02:19:50+00:00
53,RT @EasternLA_RC: You are invited to participate in building a collection of stories about what it has been like to live through the corona…,0,2022-11-30 02:19:50+00:00
54,"RT @kylenabecker: This just in: 'Gold standard' study shows that N95 and surgical masks are equally worthless against Covid.
https://t.co/d…",0,2022-11-30 02:19:50+00:00
55,New Covid outbreak on a cruise ship headed for Melbourne. The days of cruisers are over  don’t let them in Melbourne just almighty Covid problems for Australia we don’t need it stay away    Passengers are getting on and off all over the place nightmare  https://t.co/8pIuqeRfOV,0,2022-11-30 02:19:49+00:00
56,@MarlowNYC @ParkerMolloy I'll bet the amount of COVID misinfo on the platform is about to really plummet too. 😕,0,2022-11-30 02:19:49+00:00
57,Pasadena Man Who Bought Maserati With COVID Relief Money Pleads Guilty https://t.co/PFqUTFJU5R,1,2022-11-30 02:19:49+00:00
58,"RT @rhtunstall: RT @Hangtooth@zeroes.ca
Advice from a lower mainland ICU nurse that sent me a message on her break:

""Wear masks. Handwash.…",0,2022-11-30 02:19:49+00:00
59,"RT @keetmuise: Free life hack. 

Don’t bother waiting around for us to stop advocating for Covid Safety, and for the safety of children, el…",0,2022-11-30 02:19:49+00:00
60,Twitter's First Transparency Reports Are Here and They're Eye-Opening https://t.co/QiM0bpCtvx,0,2022-11-30 02:19:49+00:00
61,I was supposed to do a practicum with the OSU-Tulsa students and they cancelled because the ENTIRE class had COVID. https://t.co/IbN6se7d4y,0,2022-11-30 02:19:48+00:00
62,"RT @CassandrasGhost: @georgehahn All the Congresswoman's advisors must still be on vacation.
Answer: The part of a fart that gets through u…",0,2022-11-30 02:19:47+00:00
63,"RT @kylenabecker: This just in: 'Gold standard' study shows that N95 and surgical masks are equally worthless against Covid.
https://t.co/2…",0,2022-11-30 02:19:47+00:00
64,"RT @kylenabecker: Now, that Twitter ended 'Covid misinformation' policies, let's review the Experts™ misinformation:

1. 15 days to slow th…",0,2022-11-30 02:19:47+00:00
65,"November was a crazy busy month for me. Probably one of the busiest and most productive of the year. Deadlines, clients, projects and more. On top of having covid and internationally traveling, one for the books. I’m ready to rest.",0,2022-11-30 02:19:47+00:00
66,RT @inquirerdotnet: The ADB and the World Bank have demanded a special audit of the loans they granted to the Philippine government for the…,0,2022-11-30 02:19:47+00:00
67,"@WhiteHouse He didn't create jobs, the jobs came back when covid lockdowns ended. These jobs already existed.",0,2022-11-30 02:19:46+00:00
68,@Goofybird1960 @ProtectPatient1 @ImagePositive @DragonHutch58 @USA_Anne711 @DWUhlfelderLaw @elonmusk Lmao. When has anyone called for gassing anyone? I seem to remember people calling for others to not be treated if they had Covid. And the rest of them are just silly.,0,2022-11-30 02:19:46+00:00
69,"RT @AlbertaLeonidas: Chinese allowed to protest covid lockdowns, canadians not allowed

Ukrainians allowed to have machine guns, canadians…",0,2022-11-30 02:19:46+00:00
70,RT @FashionableRes1: @rhtunstall Just passed this article in about rare fungal super bug spreading rampantly in Vegas. I’m sure it’s not th…,0,2022-11-30 02:19:45+00:00
71,"RT @chantz_y: A fungal infection, Candida auris, that typically spreads in the immunocompromised is spreading in Vegas. So far 63 have died…",0,2022-11-30 02:19:45+00:00
72,RT @GunnelsWarren: You can't win if you don't try. It is beyond belief that rail workers in America get penalized &amp; fired for calling in si…,0,2022-11-30 02:19:44+00:00
73,"@ff0rdd01 @gregg_walls @untamedheart66 @ShelKel2 @MarshaBlackburn Trump quite literally dismissed the danger of Covid for months. First he compared it to the flu when it was many times more lethal. Then he said it would ""disappear"" like a miracle. Then it was it will disappear after the election.
https://t.co/ggd2Yzd334",0,2022-11-30 02:19:44+00:00
74,"RT @Resist_05: Imagine if they just relabeled the flu..?

Years.              Flu cases.     Covid cases
2018.               45 million…",0,2022-11-30 02:19:44+00:00
75,"RT @NIH_Pakistan: COVID-19 Statistics 30 November 2022
Total Tests in Last 24 Hours: 7,221
Positive Cases: 39
Positivity %: 0.54%
Deaths: 0…",0,2022-11-30 02:19:44+00:00
76,RT @alx: BREAKING: Twitter has stopped enforcing it’s COVID-19 Misinformation Policy as of November 23rd https://t.co/iOsQsZnZLh,0,2022-11-30 02:19:44+00:00
77,Update! The National Center for Disease Control and Public Health announced baby walrus' are asymptomatic to COVID-19!,0,2022-11-30 02:19:43+00:00
78,RT @Priceless20201: @magpieulysses A politician gets covid and gets given all the medical care to ensure a positive outcome. You and your c…,0,2022-11-30 02:19:43+00:00
79,RT @thevivafrei: How many people were injured or killed as a result of Twitter’s “Covid Misinformation” censorship?,0,2022-11-30 02:19:43+00:00
80,RT @MarshaBlackburn: Do not be fooled — Democrats are using COVID as an excuse to obtain total control and push their radical socialist age…,0,2022-11-30 02:19:43+00:00
81,"RT @TuckerToday: Cardiologist @DrAseemMalhotra suffered a recent, personal tragedy &amp; joins us to share his thoughts on possible harmful eff…",0,2022-11-30 02:19:43+00:00
82,RT @gwensnyderPHL: Begging everyone to learn that wastewater COVID testing exists and is the standard we should be using to measure infecti…,0,2022-11-30 02:19:42+00:00
83,"RT @ABDanielleSmith: No Albertan should lose their job, have their child banned from activities, denied a service or be otherwise discrimin…",0,2022-11-30 02:19:42+00:00
84,"RT @QueeringPsych: This puts folks into the system, gives criminal records for existing, opens them to abuse by cops/healthcare workers, st…",0,2022-11-30 02:19:42+00:00
85,Woah.. my husband is actually happy he's stuck at home with covid otherwise he'd be driving home from work in this gong show right now 😂😂 #malahat #bcstorm https://t.co/pBgNvsaqla,0,2022-11-30 02:19:42+00:00
86,"#China should end its anti-#COVIDlockdowns, the head of the #IMF says | Nov 29
- Authorities have eased some controls but have showed no sign of backing off their larger strategy that has confined millions of people to their homes for months at a time.
https://t.co/mp4R6kEqnI",0,2022-11-30 02:19:42+00:00
87,RT @PrincessBravato: When covid came Republicans were willing to sacrifice grandma and kids.,0,2022-11-30 02:19:41+00:00
88,"RT @EricMMatheny: If the vaccine doesn’t prevent COVID; it doesn’t stop transmission; and if you get COVID, it could still be fatal…so what…",0,2022-11-30 02:19:41+00:00
89,"RT @MeetJess: COVID damages your brain. 
Say that out loud and then maybe think twice before you ditch your mask.",0,2022-11-30 02:19:41+00:00
90,"RT @POTUS: Finding common ground is crucial to funding the government, COVID, and the war in Ukraine – and resolving the train strike.
 
Th…",0,2022-11-30 02:19:41+00:00
91,"RT @scrowder: Now that Twitter stopped enforcing its COVID ""misinformation"" policies, I can finally tell you that the vaccine doesn't work,…",0,2022-11-30 02:19:41+00:00
92,"RT @kylenabecker: Now, that Twitter ended 'Covid misinformation' policies, let's review the Experts™ misinformation:

1. 15 days to slow th…",0,2022-11-30 02:19:40+00:00
93,@DailyCaller No more covid terrorism,0,2022-11-30 02:19:40+00:00
94,"RT @IanJaegerNPC: Those who warn us of rising sea levels are buying beach property. 

Those who warn us of about covid are throwing parties…",0,2022-11-30 02:19:40+00:00
95,"@YungAnglican It's not Covid, is it? Whatever the flu that is going around is also quite nasty. Prayers!",0,2022-11-30 02:19:39+00:00
96,RT @NANDAIAHP405: @APPOLICE100 DUE TO COVID PANDEMIC ALL ASPIRANTS  LOST 2 YEARS AND POLICE NOTIFICATION ALSO NOT RELEASED ON TIME AND TELA…,0,2022-11-30 02:19:39+00:00
97,"RT @AP: The U.S. gun death rate last year hit its highest mark in nearly three decades, and the rate among women has been growing faster th…",0,2022-11-30 02:19:39+00:00
98,"@JoJoFromJerz the science you Left push states Masks do NOT prevent Covid. Now, you want to say people shouldn’t follow the science. Once again you pick and choose what your sheep should follow.  When the day comes, and it will come, that truth comes out, you and yours will have to settle up",0,2022-11-30 02:19:39+00:00
99,RT @BBCWorld: How five dramatic days of China's Covid protests unfolded https://t.co/1RwxPg10Gb https://t.co/ep8zNIvZN8,0,2022-11-30 02:19:39+00:00
