,Summary Text,Polarity
0,"How relevant is this ad to you?
Video player was slow to load content Video content never loaded Ad froze or did not finish loading Video content did not start after ad Audio on ad was too loud Other issues",0.018749999999999996
1,"A man went missing from a Carnival cruise ship in the Gulf of Mexico.
What happened next might well be a 'Thanksgiving miracle'",-0.1
2,"CNN —You may have heard of atmospheric rivers impacting the West Coast.
Apparently, atmospheric rivers also occur in the eastern US, unleashing a river of moisture like what we will see this week.
The reason East Coast atmospheric rivers aren’t talked about much isn’t because they are rare.
The West gets about half that number of atmospheric rivers each year, yet they account for double the annual rainfall percentage.
It will combine with the available moisture provided by the atmospheric river we talked about and will result in the perfect setup for severe weather.",0.1575757575757576
3,"This season, they have gone on 28 flight missions for cloud seeding in Wyoming.
This photo shows flares fixed on the aircraft's wing that house the silver iodide used for cloud seeding.
Weather Modification International 2022Once the pilot flies into the storm, they ignite the cardboard casings full of silver iodide and “seed” the clouds.
Their results, published in 2020 in the Proceedings of the National Academies of Sciences, managed to quantify how effective cloud seeding is.
The amount of precipitation produced by cloud seeding — up to 10% — isn’t enough at all to quench the drought-stricken West.",0.20999999999999996
4,"Callaghan O'Hare for the Washington Post/Getty Images“There is a literal PTSD out there in the community,” explained Lake Charles Mayor Nic Hunter.
“We have some homes that literally have not been touched since Hurricane Laura,” Hunter noted.
“Though it has taken far too long, there is over a billion dollars in federal aid that has been allocated for hurricanes Laura and Delta.
Lake Charles ‘on edge’Powerful winds blew out windows in the Capitol One Bank Tower during Hurricane Laura in 2020.
“Certainly, as we approach hurricane season, locals are just a bit more on edge than they were prior to 2020,” Hunter acknowledged.",0.1773809523809524
5,"CNN —The official start to hurricane season is just a week away and forecasters are predicting another busy one.
The CSU forecast called for 19 named storms, nine hurricanes and four major storms.
However, during the announcement, NOAA Administrator Rick Spinrad recognized that the current hurricane cycle for the Atlantic is a busy one.
“If you go back two years, the 2020 hurricane season broke records across the board and it’s the most active season on record with 30 named storms,” said Spinrad.
“Yes, the loop current does look like 2005,” said Matthew Rosencrans, lead hurricane season outlook forecaster with NOAA’s Climate Prediction Center.",0.0587962962962963
6,"A body is carried out of the Mudd neighborhood in Marsh Harbour, Bahamas, on Monday, September 9.
Fernando Llano/AP A photo album is seen amid the debris in Marsh Harbour on Sunday, September 8.
Andrew Vaughan/AP Bodies are loaded onto a plane in Marsh Harbour on Saturday, September 7.
Crown copyright 2019 A family is escorted to a safe zone after being rescued in Freeport, Bahamas, on September 3.
Andrew West/Sipa USA/USA Today Network Strong winds blow the tops of trees and brush in Freeport, Bahamas, on September 2.",0.4666666666666667
7,"“The government is obviously failing us and not protecting us,” said Taylor, who evacuated from St. John before Hurricane Ida hit.
The US Centers for Disease Control and Prevention categorizes St. John and St. James as a community with high levels of Covid-19 transmission.
Prior to Ida, at least 16% of residents in St. James Parish and St. John Parish were living below the poverty line, according to Census data.
One of their biggest fights was against the Taiwanese plastics manufacturer Formosa, which was set to build a $9.4 billion petrochemical complex in St. James Parish.
While the battle to block the multibillion-dollar facility isn’t over, Hurricane Ida added to the community’s problems.",-0.088
8,"CNN —The second half of hurricane season is here and there have already been 17 named storms to keep hurricane hunters busy.
But have you ever noticed hurricane hunters’ flight patterns shown by meteorologists on TV look like random, odd shapes?
Hurricane hunters don’t fly away from these storms like commercial airlines do.
There are two distinctive groups of hurricane hunters, the National Oceanic and Atmospheric Administration (NOAA) and the US Air Force Reserve (USAF).
Fixed missionsFixed missions are designated for systems that meet tropical cyclone qualifications, such as tropical depressions, tropical storms, and hurricanes.",0.016666666666666677
9,"Hurricanes are categorized by their wind speeds, but the most deadly and destructive threat posed by most hurricanes is the storm surge they can produce .
With global sea levels projected to rise this century, the risk of storm surge penetrating further inland will increase.
With global sea levels projected to rise this century, the risk of storm surge penetrating further inland will increase.
With global sea levels projected to rise this century, the risk of storm surge penetrating further inland will increase.
“Almost all of the damage and mortality caused by hurricanes is done by major hurricanes (Category 3 to 5),” Kossin said.",0.023863636363636365
